winery,wine_name,year,rating,region,price_euros,vine_type,grape_variety,wine_ageing,service_temperature,quality_price_ratio,luxury_category,cluster_id
Artadi,Vina El Pison,2011,4.6,Vino de Espana,511.9,Tinto,Tempranillo,0,16-18°C,0.009,1,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1999,4.6,Priorato,980.0,Tinto,Grenache / Carinena,0,16-18°C,0.005,1,0
Casa Castillo,Cuvee N Vinas Viejas,2015,4.6,Jumilla,73.0,Tinto,Blend/Other,0,16-18°C,0.063,1,2
Artadi,Vina El Pison,2012,4.6,Vino de Espana,280.0,Tinto,Tempranillo,0,16-18°C,0.016,1,0
Vega Sicilia,Unico,1973,4.6,Ribera del Duero,932.3,Tinto,Tempranillo,0,16-18°C,0.005,1,0
Bodega Contador (Benjamin Romeo),Contador Rioja,2014,4.6,Rioja,251.99,Tinto,Tempranillo,0,16-18°C,0.018,1,0
Bodegas San Roman,Cartago Paraje de Pozo,2014,4.6,Toro,61.69,Tinto,Tempranillo,0,16-18°C,0.075,1,7
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1996,4.6,Priorato,1372.14,Tinto,Grenache / Carinena,0,16-18°C,0.003,1,0
Bodega Numanthia,Termanthia,2014,4.6,Toro,210.5,Tinto,Tempranillo,0,16-18°C,0.022,1,0
Vega Sicilia,Valbuena 5o,1985,4.6,Ribera del Duero,285.0,Tinto,Tempranillo,0,16-18°C,0.016,1,0
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2001,4.6,Ribera del Duero,245.75,Tinto,Tempranillo,0,16-18°C,0.019,1,0
Vega Sicilia,Valbuena 5o,1989,4.6,Ribera del Duero,228.57,Tinto,Tempranillo,0,16-18°C,0.02,1,0
Bodega Contador (Benjamin Romeo),Contador Rioja,2015,4.6,Rioja,319.9,Tinto,Tempranillo,0,16-18°C,0.014,1,0
Artadi,Vina El Pison,2005,4.6,Vino de Espana,325.0,Tinto,Tempranillo,0,16-18°C,0.014,1,0
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2011,4.6,Priorato,345.0,Tinto,Grenache / Carinena,0,16-18°C,0.013,1,0
Bodegas Mauro,VS,2018,4.6,Castilla y Leon,58.9,Tinto,Tempranillo,0,16-18°C,0.078,1,7
Remirez de Ganuza,Maria Remirez de Ganuza,2005,4.6,Rioja,159.0,Tinto,Tempranillo,0,16-18°C,0.029,1,0
Vinas del Vero,Blecua Somontano,2013,4.6,Somontano,69.9,Tinto,Blend/Other,0,16-18°C,0.066,1,2
Vega Sicilia,Unico Reserva Especial Edicion,1989,4.6,Ribera del Duero,895.4,Tinto,Tempranillo,1,16-18°C,0.005,1,0
Teso La Monja,Alabaster,2017,4.6,Toro,147.85,Tinto,Tempranillo,0,16-18°C,0.031,1,0
Bodegas Mauro,Terreus Paraje de Cueva Baja,2018,4.6,Castilla y Leon,88.05,Tinto,Tempranillo,0,16-18°C,0.052,1,7
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1997,4.6,Priorato,1080.0,Tinto,Grenache / Carinena,0,16-18°C,0.004,1,0
Marques de Riscal,Frank Gehry Selection,2001,4.6,Rioja,301.0,Tinto,Tempranillo,0,16-18°C,0.015,1,0
Artadi,Vina El Pison,2014,4.6,Vino de Espana,275.0,Tinto,Tempranillo,0,16-18°C,0.017,1,0
Vega Sicilia,Unico,1967,4.6,Ribera del Duero,1106.24,Tinto,Tempranillo,0,16-18°C,0.004,1,0
Arzuaga,Amaya Arzuaga (Coleccion),2016,4.6,Ribera del Duero,64.9,Tinto,Tempranillo,0,16-18°C,0.071,1,7
Dominio de Pingus,Pingus,2000,4.6,Ribera del Duero,1503.0,Tinto,Tempranillo,0,16-18°C,0.003,1,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1995,4.6,Priorato,1372.14,Tinto,Grenache / Carinena,0,16-18°C,0.003,1,0
Artadi,Vina El Pison,2015,4.6,Vino de Espana,241.55,Tinto,Tempranillo,0,16-18°C,0.019,1,0
Bodegas Mas Alta,La Creu Alta,2013,4.6,Priorato,89.17,Tinto,Grenache / Carinena,0,16-18°C,0.052,1,7
Vega Sicilia,Unico,1975,4.6,Ribera del Duero,769.9,Tinto,Tempranillo,0,16-18°C,0.006,1,0
Dominio de Calogia,Tinto,2019,4.6,Ribera del Duero,67.94,Tinto,Tempranillo,0,16-18°C,0.068,1,7
Tomas Postigo,5o Ano Ribera del Duero Tinto,2016,4.6,Ribera del Duero,44.0,Tinto,Tempranillo,0,16-18°C,0.105,0,7
Artadi,Vina El Pison,2009,4.6,Vino de Espana,445.0,Tinto,Tempranillo,0,16-18°C,0.01,1,0
Cal Pla,Planots Priorat,2010,4.6,Priorato,87.02,Tinto,Grenache / Carinena,0,16-18°C,0.053,1,0
Vega Sicilia,Unico Reserva Especial Edicion,2009,4.6,Ribera del Duero,747.17,Tinto,Tempranillo,1,16-18°C,0.006,1,0
Dominio del Bendito,El Titan del Bendito,2018,4.6,Toro,49.95,Tinto,Tempranillo,0,16-18°C,0.092,0,7
Ossian,Capitel,2018,4.6,Castilla y Leon,50.51,Blanco,Verdejo,0,8-10°C,0.091,1,1
Arzuaga,Gran Arzuaga Ribera del Duero,2004,4.6,Ribera del Duero,157.4,Tinto,Tempranillo,0,16-18°C,0.029,1,0
Alto Moncayo,Aquilon Garnacha,2015,4.6,Campo de Borja,120.9,Tinto,Grenache,0,16-18°C,0.038,1,2
Dominio de Pingus,Pingus,1996,4.6,Ribera del Duero,1746.94,Tinto,Tempranillo,0,16-18°C,0.003,1,0
Cepa 21,Horcajo,2015,4.6,Ribera del Duero,75.3,Tinto,Tempranillo,0,16-18°C,0.061,1,7
Carmelo Rodero,Pago De Valtarrena,2018,4.6,Ribera del Duero,47.5,Tinto,Tempranillo,0,16-18°C,0.097,0,7
Vega Sicilia,Unico,2012,4.6,Ribera del Duero,359.9,Tinto,Tempranillo,0,16-18°C,0.013,1,0
Bodegas Vilano,Tinto,2019,4.6,Ribera del Duero,43.5,Tinto,Tempranillo,0,16-18°C,0.106,0,7
Allende,Aurus,2005,4.6,Rioja,136.0,Tinto,Tempranillo,0,16-18°C,0.034,1,0
Costers del Siurana,Dolc de L'Obac,2006,4.6,Priorato,117.239420060872,Tinto,Grenache / Carinena,0,16-18°C,0.039,1,0
Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,Ribera del Duero,135.0,Tinto,Tempranillo,0,16-18°C,0.034,1,0
Remirez de Ganuza,Trasnocho,2013,4.6,Rioja,82.5,Tinto,Tempranillo,0,16-18°C,0.056,1,7
Bodegas Roda,Cirsion Rioja,2017,4.6,Rioja,149.9,Tinto,Tempranillo,0,16-18°C,0.031,1,0
Teso La Monja,Tinto,2008,4.6,Toro,1260.0,Tinto,Tempranillo,0,16-18°C,0.004,1,0
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,Ribera del Duero,59.0,Tinto,Tempranillo,0,16-18°C,0.078,1,7
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,Ribera del Duero,82.5,Tinto,Tempranillo,1,16-18°C,0.056,1,6
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,Rioja,195.0,Tinto,Tempranillo,1,16-18°C,0.024,1,6
Vega Sicilia,Valbuena 5o,1980,4.6,Ribera del Duero,195.0,Tinto,Tempranillo,0,16-18°C,0.024,1,0
Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,Ribera del Duero,54.5,Tinto,Tempranillo,1,16-18°C,0.084,1,6
Hacienda Monasterio,Reserva Especial,2015,4.6,Ribera del Duero,79.1,Tinto,Tempranillo,1,16-18°C,0.058,1,6
Mas d'en Gil,Gran Buig Priorat,2004,4.6,Priorato,272.0,Tinto,Grenache / Carinena,0,16-18°C,0.017,1,0
Castillo Perelada,Finca Garbet,2014,4.6,Emporda,99.0,Tinto,Syrah,0,16-18°C,0.046,1,2
Osborne,Solera India Oloroso Rare Sherry,2015,4.6,Jerez-Xeres-Sherry,189.99,Generoso,Blend/Other,0,12-14°C,0.024,1,4
Emilio Moro,Clon De La Familia,2011,4.6,Ribera del Duero,317.63,Tinto,Tempranillo,0,16-18°C,0.014,1,0
Sierra Cantabria,Amancio,2007,4.6,Rioja,399.6,Tinto,Tempranillo,0,16-18°C,0.012,1,0
Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,Montilla-Moriles,701.05,Generoso,Pedro Ximenez,0,12-14°C,0.007,1,4
Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,Cava,74.9,Espumoso,Blend/Other,1,6-8°C,0.061,1,5
Clos Erasmus,Priorat,2008,4.6,Priorato,654.31,Tinto,Grenache / Carinena,0,16-18°C,0.007,1,0
Vega Sicilia,Valbuena 5o,1983,4.6,Ribera del Duero,247.75,Tinto,Tempranillo,0,16-18°C,0.019,1,0
Toro Albala,Don PX Seleccion,1965,4.6,Montilla-Moriles,144.99,Generoso,Pedro Ximenez,0,12-14°C,0.032,1,4
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,Priorato,945.0,Tinto,Grenache / Carinena,0,16-18°C,0.005,1,0
Hacienda Monasterio,Reserva,2017,4.6,Ribera del Duero,50.0,Tinto,Tempranillo,1,16-18°C,0.092,0,6
Ysios,Finca Las Naves,2016,4.6,Rioja,126.64,Tinto,Tempranillo,0,16-18°C,0.036,1,0
Marques de Grinon,AAA,2008,4.6,Dominio de Valdepusa,162.38,Tinto,Blend/Other,0,16-18°C,0.028,1,0
Contino,Vina del Olivo,2001,4.6,Rioja,81.0,Tinto,Tempranillo,0,16-18°C,0.057,1,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,Priorato,2750.0,Tinto,Grenache / Carinena,0,16-18°C,0.002,1,0
Marques de Murrieta,Dalmau Rioja,2001,4.6,Rioja,121.0,Tinto,Tempranillo,0,16-18°C,0.038,1,0
Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,Priorato,355.95,Tinto,Grenache / Carinena,0,16-18°C,0.013,1,0
Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,Cava,164.66,Espumoso,Blend/Other,0,6-8°C,0.028,1,5
Alto Moncayo,Aquilon Garnacha,2016,4.6,Campo de Borja,120.9,Tinto,Grenache,0,16-18°C,0.038,1,2
Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,Ribera del Duero,218.9,Tinto,Tempranillo,1,16-18°C,0.021,1,0
Hacienda Solano,Pena Lobera,2016,4.6,Ribera del Duero,65.95,Tinto,Tempranillo,0,16-18°C,0.07,1,7
Bodegas Mas Alta,La Creu Alta,2014,4.6,Priorato,86.0,Tinto,Grenache / Carinena,0,16-18°C,0.053,1,7
Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,Ribeiro,34.5,Blanco,Treixadura,0,8-10°C,0.133,0,1
Anima Negra,Son Negre,2007,4.6,Mallorca,282.65,Tinto,Blend/Other,0,16-18°C,0.016,1,0
Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,Priorato,259.9,Tinto,Grenache / Carinena,0,16-18°C,0.018,1,0
Vega Sicilia,Unico,1961,4.6,Ribera del Duero,1099.28,Tinto,Tempranillo,0,16-18°C,0.004,1,0
Castano,Casa Cisca Monastrell,2016,4.6,Yecla,35.0,Tinto,Monastrell,0,16-18°C,0.131,0,2
Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,Bierzo,269.95,Tinto,Mencia,0,16-18°C,0.017,1,0
La Legua,Capricho,2014,4.6,Cigales,27.2693427,Tinto,Blend/Other,0,16-18°C,0.169,0,2
Dominio de Pingus,Pingus,2018,4.6,Ribera del Duero,1250.0,Tinto,Tempranillo,0,16-18°C,0.004,1,0
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,Rioja,52.95,Tinto,Tempranillo,0,16-18°C,0.087,1,7
Oxer Wines,Kalamity Rioja,2018,4.6,Rioja,114.95,Tinto,Tempranillo,0,16-18°C,0.04,1,7
Bodegas Yuste,Conde de Aldama Amontillado,2015,4.6,Jerez-Xeres-Sherry,89.9,Generoso,Blend/Other,0,12-14°C,0.051,1,4
Vega Sicilia,Valbuena 5o,1979,4.6,Ribera del Duero,195.0,Tinto,Tempranillo,0,16-18°C,0.024,1,0
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,Utiel-Requena,29.35,Tinto,Blend/Other,0,16-18°C,0.157,0,2
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,Rioja,79.9,Tinto,Tempranillo,0,16-18°C,0.058,1,7
Matarromera,Ribera del Duero Prestigio,2016,4.6,Ribera del Duero,53.95,Tinto,Tempranillo,0,16-18°C,0.085,1,7
Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,Ribeiro,26.2,Blanco,Treixadura,0,8-10°C,0.176,0,1
Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,Priorato,270.44,Tinto,Grenache / Carinena,0,16-18°C,0.017,1,0
Artadi,La Poza de Ballesteros,2009,4.6,Vino de Espana,187.5,Tinto,Tempranillo,0,16-18°C,0.025,1,0
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,Rioja,210.0,Tinto,Tempranillo,1,16-18°C,0.022,1,0
Hacienda Monasterio,Reserva Especial,2016,4.6,Ribera del Duero,85.63,Tinto,Tempranillo,1,16-18°C,0.054,1,6
Artadi,Vina El Pison,2017,4.6,Vino de Espana,304.54,Tinto,Tempranillo,0,16-18°C,0.015,1,0
Vall Llach,Idus,2020,4.6,Priorato,34.3,Tinto,Grenache / Carinena,0,16-18°C,0.134,0,7
Clos Erasmus,Priorat,2003,4.6,Priorato,993.28,Tinto,Grenache / Carinena,0,16-18°C,0.005,1,0
Sierra Cantabria,Amancio,2017,4.6,Rioja,85.95,Tinto,Tempranillo,0,16-18°C,0.054,1,7
Pago de Larrainzar,Rosado de Larrainzar,2020,4.6,Navarra,12.0,Desconocido,Blend/Other,0,10-14°C,0.383,0,3
Emilio Moro,Clon De La Familia,2015,4.6,Ribera del Duero,249.9,Tinto,Tempranillo,0,16-18°C,0.018,1,0
Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,Ribera del Duero,1238.43,Tinto,Tempranillo,1,16-18°C,0.004,1,0
Sierra Cantabria,Finca el Bosque,2002,4.6,Rioja,128.0,Tinto,Tempranillo,0,16-18°C,0.036,1,0
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,Bierzo,135.5,Tinto,Mencia,0,16-18°C,0.034,1,0
Ukan Winery,Tinto,2019,4.6,Rioja Alavesa,40.5,Tinto,Blend/Other,0,16-18°C,0.114,0,2
Finca Moncloa,Tintilla de Rota,2017,4.6,Cadiz,43.1,Desconocido,Blend/Other,0,10-14°C,0.107,0,3
Bodegas Mas Alta,La Creu Alta,2017,4.6,Priorato,85.0,Tinto,Grenache / Carinena,0,16-18°C,0.054,1,7
Vina Real,Rioja Gran Reserva,1986,4.6,Rioja,123.0,Tinto,Tempranillo,1,16-18°C,0.037,1,6
Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,Ribera del Duero,106.35,Tinto,Tempranillo,0,16-18°C,0.043,1,0
Toro Albala,Don PX Seleccion,1962,4.6,Montilla-Moriles,207.0,Generoso,Pedro Ximenez,0,12-14°C,0.022,1,4
Micro Bio (MicroBio),Respublica Verdejo,2016,4.6,Vino de Espana,75.95,Blanco,Verdejo,0,8-10°C,0.061,1,1
Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,Ribera del Duero,185.3,Tinto,Tempranillo,1,16-18°C,0.025,1,0
Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,Priorato,205.95,Tinto,Grenache / Carinena,0,16-18°C,0.022,1,0
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,Ribera del Duero,40.45,Tinto,Tempranillo,0,16-18°C,0.114,0,7
Artadi,El Carretil,2017,4.6,Vino de Espana,176.89,Tinto,Tempranillo,0,16-18°C,0.026,1,0
Huerta de Albala,Taberner No. 1,2013,4.6,Cadiz,79.9,Tinto,Blend/Other,0,16-18°C,0.058,1,2
Gomez Cruzado,Vina Motulleri,2011,4.6,Rioja,79.0,Tinto,Tempranillo,0,16-18°C,0.058,1,7
Castell d'Encus,Saktih,2013,4.6,Costers del Segre,195.27,Tinto,Blend/Other,0,16-18°C,0.024,1,2
Abadia Retuerta,Cuvee Palomar,2017,4.6,Sardon de Duero,58.9,Tinto,Blend/Other,0,16-18°C,0.078,1,2
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,Priorato,1660.0,Tinto,Grenache / Carinena,0,16-18°C,0.003,1,0
Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,Ribera del Duero,111.9,Tinto,Tempranillo,0,16-18°C,0.041,1,0
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,Utiel-Requena,29.95,Tinto,Blend/Other,0,16-18°C,0.154,0,2
Enate,Uno Tinto,2010,4.6,Somontano,129.9,Tinto,Blend/Other,0,16-18°C,0.035,1,2
Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,Rioja,69.95,Tinto,Tempranillo,0,16-18°C,0.066,1,7
Mas Doix,1903 Centenary Grenache,2016,4.6,Priorato,299.0,Tinto,Grenache / Carinena,0,16-18°C,0.015,1,0
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,Bierzo,3119.08,Tinto,Blend/Other,0,16-18°C,0.001,1,0
Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,Campo de Borja,99.95,Tinto,Blend/Other,0,16-18°C,0.046,1,2
Telmo Rodriguez,Molino Real,2016,4.6,Malaga,41.69,Desconocido,Blend/Other,0,10-14°C,0.11,0,3
Anima Negra,Son Negre,2004,4.6,Mallorca,374.35,Tinto,Blend/Other,0,16-18°C,0.012,1,0
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,Ribera del Duero,46.45,Tinto,Tempranillo,0,16-18°C,0.099,0,7
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,Priorato,2750.0,Tinto,Grenache / Carinena,0,16-18°C,0.002,1,0
Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,Priorato,42.5,Tinto,Grenache / Carinena,0,16-18°C,0.108,0,7
Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,Ribera del Duero,95.0,Tinto,Tempranillo,1,16-18°C,0.048,1,6
Osborne,Solera BC-200,2015,4.6,Jerez-Xeres-Sherry,197.3,Generoso,Blend/Other,0,12-14°C,0.023,1,4
Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,Cataluna,130.0,Espumoso,Blend/Other,1,6-8°C,0.035,1,5
Toro Albala,Don PX Pedro Ximenez,1968,4.6,Montilla-Moriles,181.5,Generoso,Pedro Ximenez,0,12-14°C,0.025,1,4
Pago de Carraovejas,Tinto,2016,4.5,Ribera del Duero,29.8,Tinto,Tempranillo,0,16-18°C,0.151,0,7
Alion,Ribera del Duero,2013,4.5,Ribera del Duero,73.0,Tinto,Tempranillo,0,16-18°C,0.062,1,7
Alion,Ribera del Duero,2014,4.5,Ribera del Duero,56.27,Tinto,Tempranillo,0,16-18°C,0.08,1,7
Pintia,Toro,2014,4.5,Toro,69.0,Tinto,Tempranillo,0,16-18°C,0.065,1,7
Pago de Carraovejas,Tinto,2018,4.5,Ribera del Duero,45.0,Tinto,Tempranillo,0,16-18°C,0.1,0,7
Alion,Ribera del Duero,2015,4.5,Ribera del Duero,75.0,Tinto,Tempranillo,0,16-18°C,0.06,1,7
Pintia,Toro,2015,4.5,Toro,69.8,Tinto,Tempranillo,0,16-18°C,0.064,1,7
Pago de Carraovejas,Tinto,2017,4.5,Ribera del Duero,121.936825872994,Tinto,Tempranillo,0,16-18°C,0.037,1,7
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,Ribera del Duero,78.65,Tinto,Tempranillo,0,16-18°C,0.057,1,7
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,Rioja,400.0,Tinto,Tempranillo,1,16-18°C,0.011,1,0
La Rioja Alta,Gran Reserva 890,2005,4.5,Rioja,125.0,Tinto,Tempranillo,1,16-18°C,0.036,1,6
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,Rioja,229.0,Tinto,Tempranillo,1,16-18°C,0.02,1,6
Pintia,Toro,2016,4.5,Toro,40.41,Tinto,Tempranillo,0,16-18°C,0.111,0,7
Dominio de Pingus,Flor de Pingus,2016,4.5,Ribera del Duero,101.94,Tinto,Tempranillo,0,16-18°C,0.044,1,7
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,Ribera del Duero,172.5,Tinto,Tempranillo,0,16-18°C,0.026,1,0
Bodegas El Nido,Clio,2015,4.5,Jumilla,33.2,Tinto,Blend/Other,0,16-18°C,0.136,0,2
Dominio de Pingus,Flor de Pingus,2014,4.5,Ribera del Duero,125.0,Tinto,Tempranillo,0,16-18°C,0.036,1,7
Dominio de Pingus,Flor de Pingus,2010,4.5,Ribera del Duero,125.0,Tinto,Tempranillo,0,16-18°C,0.036,1,7
Dominio de Pingus,Flor de Pingus,2015,4.5,Ribera del Duero,125.0,Tinto,Tempranillo,0,16-18°C,0.036,1,7
Bodegas El Nido,Clio,2016,4.5,Jumilla,31.75,Tinto,Blend/Other,0,16-18°C,0.142,0,2
Bodegas El Nido,Clio,2017,4.5,Jumilla,39.5,Tinto,Blend/Other,0,16-18°C,0.114,0,2
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,4.5,Ribera del Duero,64.0,Tinto,Tempranillo,0,16-18°C,0.07,1,7
Pago de Carraovejas,Tinto,2019,4.5,Ribera del Duero,33.8,Tinto,Tempranillo,0,16-18°C,0.133,0,7
Benjamin de Rothschild - Vega Sicilia,Macan,2014,4.5,Rioja,58.95,Tinto,Tempranillo,0,16-18°C,0.076,1,7
Aalto,Tinto,2018,4.5,Ribera del Duero,33.25,Tinto,Tempranillo,0,16-18°C,0.135,0,7
Bodegas El Nido,Clio,2018,4.5,Jumilla,61.8491765262698,Tinto,Blend/Other,0,16-18°C,0.073,1,2
Alto Moncayo,Garnacha,2017,4.5,Campo de Borja,44.27,Tinto,Grenache,0,16-18°C,0.102,0,2
Pago de Los Capellanes,Parcela El Nogal Tinto,2015,4.5,Ribera del Duero,45.9,Tinto,Tempranillo,0,16-18°C,0.098,0,7
Vega Sicilia,Valbuena 5o,2003,4.5,Ribera del Duero,239.2,Tinto,Tempranillo,0,16-18°C,0.019,1,0
Benjamin de Rothschild - Vega Sicilia,Macan,2015,4.5,Rioja,68.9,Tinto,Tempranillo,0,16-18°C,0.065,1,7
Alion,Ribera del Duero,2003,4.5,Ribera del Duero,164.0,Tinto,Tempranillo,0,16-18°C,0.027,1,0
Belondrade,Belondrade y Lurton,2018,4.5,Rueda,32.85,Blanco,Verdejo,0,8-10°C,0.137,0,1
Pago de Los Capellanes,Parcela El Nogal Tinto,2014,4.5,Ribera del Duero,40.95,Tinto,Tempranillo,0,16-18°C,0.11,0,7
Pago de Carraovejas,Reserva,2014,4.5,Ribera del Duero,69.5803235920536,Tinto,Tempranillo,1,16-18°C,0.065,1,6
Dominio de Pingus,Flor de Pingus,2017,4.5,Ribera del Duero,110.0,Tinto,Tempranillo,0,16-18°C,0.041,1,7
Remirez de Ganuza,Rioja Reserva,2012,4.5,Rioja,49.75,Tinto,Tempranillo,1,16-18°C,0.09,0,6
Muga,Prado Enea Gran Reserva,2014,4.5,Rioja,51.0,Tinto,Tempranillo,1,16-18°C,0.088,1,6
Remirez de Ganuza,Rioja Reserva,2011,4.5,Rioja,59.9,Tinto,Tempranillo,1,16-18°C,0.075,1,6
La Rioja Alta,Gran Reserva 890,2004,4.5,Rioja,290.7,Tinto,Tempranillo,1,16-18°C,0.015,1,6
Belondrade,Belondrade y Lurton,2019,4.5,Rueda,37.7,Blanco,Verdejo,0,8-10°C,0.119,0,1
Clos Mogador,Priorat,2015,4.5,Priorato,146.95,Tinto,Grenache / Carinena,0,16-18°C,0.031,1,7
Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,2015,4.5,Jerez Pedro Ximenes (PX),68.9,Generoso,Pedro Ximenez,0,12-14°C,0.065,1,4
Muga,Torre Muga,2016,4.5,Rioja,70.5,Tinto,Tempranillo,0,16-18°C,0.064,1,7
Benjamin de Rothschild - Vega Sicilia,Macan,2016,4.5,Rioja,64.0,Tinto,Tempranillo,0,16-18°C,0.07,1,7
Bodega Numanthia,Termanthia,2010,4.5,Toro,168.0,Tinto,Tempranillo,0,16-18°C,0.027,1,0
Emilio Moro,Malleolus de Valderramiro,2011,4.5,Ribera del Duero,173.95,Tinto,Tempranillo,0,16-18°C,0.026,1,0
Clos Mogador,Priorat,2017,4.5,Priorato,65.0,Tinto,Grenache / Carinena,0,16-18°C,0.069,1,7
Marques de Murrieta,Dalmau Rioja,2014,4.5,Rioja,67.6,Tinto,Tempranillo,0,16-18°C,0.067,1,7
Hacienda Monasterio,Reserva,2015,4.5,Ribera del Duero,53.95,Tinto,Tempranillo,1,16-18°C,0.083,1,6
Pago de Los Capellanes,Parcela El Nogal Tinto,2016,4.5,Ribera del Duero,42.95,Tinto,Tempranillo,0,16-18°C,0.105,0,7
La Rioja Alta,Gran Reserva 890,1995,4.5,Rioja,127.23,Tinto,Tempranillo,1,16-18°C,0.035,1,6
Bodegas El Nido,Clio,2019,4.5,Jumilla,47.3,Tinto,Blend/Other,0,16-18°C,0.095,0,2
Muga,Aro,2015,4.5,Rioja,169.4,Tinto,Tempranillo,0,16-18°C,0.027,1,7
Remirez de Ganuza,Gran Reserva,2007,4.5,Rioja,121.838963251908,Tinto,Tempranillo,1,16-18°C,0.037,1,6
Senorio de San Vicente,San Vicente Rioja,2017,4.5,Rioja,34.8,Tinto,Tempranillo,0,16-18°C,0.129,0,7
Carmelo Rodero,Ribera del Duero TSM,2017,4.5,Ribera del Duero,55.35,Tinto,Tempranillo,0,16-18°C,0.081,1,7
Vina Sastre,Pago de Santa Cruz,2016,4.5,Ribera del Duero,75.95,Tinto,Tempranillo,0,16-18°C,0.059,1,7
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,4.5,Ribera del Duero,48.7,Tinto,Tempranillo,1,16-18°C,0.092,0,6
Remirez de Ganuza,Trasnocho,2012,4.5,Rioja,118.89,Tinto,Tempranillo,0,16-18°C,0.038,1,7
Costers del Siurana,Clos de L'Obac,2005,4.5,Priorato,92.8716274104906,Tinto,Grenache / Carinena,0,16-18°C,0.048,1,7
Vega Sicilia,Valbuena 5o,1996,4.5,Ribera del Duero,290.4,Tinto,Tempranillo,0,16-18°C,0.015,1,0
Arzuaga,Reserva Ribera del Duero,2017,4.5,Ribera del Duero,31.8,Tinto,Tempranillo,1,16-18°C,0.142,0,6
La Rioja Alta,Gran Reserva 890,2010,4.5,Rioja,149.5,Tinto,Tempranillo,1,16-18°C,0.03,1,6
Francisco Barona,Ribera Del Duero,2018,4.5,Ribera del Duero,35.85,Tinto,Tempranillo,0,16-18°C,0.126,0,7
Vina Sastre,Pago de Santa Cruz,2015,4.5,Ribera del Duero,82.95,Tinto,Tempranillo,0,16-18°C,0.054,1,7
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2012,4.5,Ribera del Duero,59.0,Tinto,Tempranillo,1,16-18°C,0.076,1,6
Juan Gil,Bruto,2018,4.5,Jumilla,37.7,Tinto,Monastrell,0,16-18°C,0.119,0,2
Lan,Culmen Reserva Rioja,2015,4.5,Rioja,42.75,Tinto,Tempranillo,1,16-18°C,0.105,0,6
